iso3_econ,año,pct_desempleo,pbi_pc_ppa,inflacion,gini,hdi
MDV,2005,7.313,9704.44334454041,1.30027500930997,,0.657
MDV,2010,10.875,12797.3279262916,6.14988536750173,,0.689
MDV,2015,6.611,17875.0989419262,0.953206658777607,,0.725
MDV,2020,5.42,13425.3674459601,-1.36977425569811,,0.73
MDV,2024,4.278,26182.7831570917,1.39979779674928,,
MEX,1990,,8577.86239058382,26.6516725646771,,0.668
MEX,1995,7.095,8932.73040130287,34.9992712889592,,0.68
MEX,2000,2.646,11704.6853532773,9.49156149435403,53.4,0.712
MEX,2005,3.558,13260.2388186669,3.98805714597437,50.9,0.736
MEX,2010,5.303,15909.1464963628,4.15672722680174,47.7,0.751
MEX,2015,4.311,19071.4444196466,2.72064064964023,,0.773
MEX,2020,4.44,19354.1248706244,3.39683415570006,44.6,0.763
MEX,2024,2.678,26185.3564713253,4.72225588452932,,
MHL,1990,,2102.34522649022,,,
MHL,1995,,2857.74831698981,,,
MHL,2000,,2489.96943780806,,,
MHL,2005,,3016.70324372574,,,
MHL,2010,,3473.40469896159,,,
MHL,2015,,4125.1616927563,,,0.691
MHL,2020,,6136.97119702131,,,0.722
MHL,2024,,8194.63854758403,,,
MKD,1990,,5347.74787111093,,,0.644
MKD,1995,35.6,4911.96975621984,16.3735889723568,,0.653
MKD,2000,32.2,6153.89675266027,6.60742291038536,34.3,0.686
MKD,2005,37.32,7972.29770978201,0.525515950714282,39.3,0.717
MKD,2010,33.135,11992.1816944788,1.50997522027621,40.1,0.765
MKD,2015,26.395,15034.1677602787,-0.299920475631552,35.6,0.795
MKD,2020,16.575,19962.1482468276,1.20007348888487,,0.783
MKD,2024,12.265,26995.4292563497,3.48974086026947,,
MLI,1990,,955.941595858803,0.606339703737523,,0.24
MLI,1995,1.464,1154.28545566091,13.4417696811974,,0.273
MLI,2000,1.412,1356.51736440853,-0.677661659046769,,0.32
MLI,2005,1.367,1770.67795435907,6.39788293897883,,0.368
MLI,2010,1.375,2011.67894612475,1.10892690670186,,0.41
MLI,2015,1.404,2330.24293947692,1.45069057605961,,0.413
MLI,2020,3.528,2723.70094784441,0.438088940320669,,0.414
MLI,2024,2.924,3314.77332231959,3.2063986409966,,
MLT,1990,,10085.5199708431,2.9834058606356,,0.735
MLT,1995,6.33,13949.5169851409,4.42664550286654,,0.763
MLT,2000,6.324,18214.4790221275,2.36959287531806,,0.79
MLT,2005,6.923,22227.3785442795,3.00796652450313,,0.84
MLT,2010,6.861,28909.1940252237,1.51563513618532,29.0,0.867
MLT,2015,5.389,38368.7020383117,1.10054826378929,29.4,0.892
MLT,2020,4.856,49971.8784010216,0.638544956776712,31.4,0.903
MLT,2024,3.1,69863.7461313457,1.65079469283109,,
MMR,1990,,441.103287551543,17.6267750314504,,0.347
MMR,1995,0.754,617.896101429996,25.1947123972847,,0.385
MMR,2000,0.712,948.748285178047,-0.109165514668565,,0.415
MMR,2005,0.672,1860.45413157633,9.36861814196704,,0.463
MMR,2010,0.725,3348.12889497049,7.71838195873614,,0.515
MMR,2015,0.766,4458.69054442659,9.45417189526018,38.1,0.566
MMR,2020,1.476,5740.99045843992,,,0.609
MMR,2024,2.887,5997.46516323715,,,
MNE,1990,,,,,
MNE,1995,30.196,,,,
MNE,2000,30.447,6003.8529990953,,,
MNE,2005,30.31,8313.64054358567,,30.2,0.773
MNE,2010,19.649,13612.2915551291,0.654946570148479,28.9,0.815
MNE,2015,17.555,16091.712641843,1.54869158222486,39.0,0.839
MNE,2020,17.878,20624.7838079303,-0.255655699848551,35.4,0.841
MNE,2024,13.206,34062.7577672706,3.33675009282281,,
MNG,1990,,3479.28734517544,,,0.593
MNG,1995,5.5,3228.97369769259,0.0435161009571923,33.2,0.572
MNG,2000,5.992,3739.69666851051,11.5955387593327,,0.611
MNG,2005,7.015,5406.14341980278,12.7165674066053,,0.671
MNG,2010,6.549,7531.62557442648,10.0462065881651,33.1,0.714
MNG,2015,4.861,10458.3027240524,5.73568281938327,,0.753
MNG,2020,6.413,13693.179806943,3.7237230614026,,0.741
MNG,2024,5.158,19144.7261368498,6.20713301510303,,
MOZ,1990,,296.038508723005,,,0.246
MOZ,1995,2.758,320.59989030495,,,0.257
MOZ,2000,2.832,471.967329761791,,,0.311
MOZ,2005,3.035,721.411761943486,6.42755278070087,,0.371
MOZ,2010,3.259,1000.2411486648,12.4255421735156,,0.419
MOZ,2015,3.426,1317.88785956822,3.55075967356746,,0.457
MOZ,2020,5.019,1411.62040229911,3.48393567493204,,0.477
MOZ,2024,6.668,1705.37919520416,4.07856834812022,,
MRT,1990,,2070.29062836393,6.60022564874018,,0.396
MRT,1995,9.766,2305.75519494391,6.54379068524171,37.7,0.439
MRT,2000,10.03,2303.66639707769,3.25406745833358,39.0,0.468
MRT,2005,9.59,2809.03508145691,12.1256487185541,,0.5
MRT,2010,10.093,3177.84436561165,6.28354087427704,,0.525
MRT,2015,10.104,3977.61171275863,3.25472688117631,,0.551
MRT,2020,11.051,5740.73959690129,2.3856948845632,,0.554
MRT,2024,10.257,7368.75275290214,2.49164347481972,,
MUS,1990,,5009.879721086,13.4880887926371,,0.627
MUS,1995,9.59,6771.19101323899,6.02933188484532,,0.65
MUS,2000,9.125,9143.0073732792,4.19928825622807,,0.683
MUS,2005,9.524,11703.4765244451,4.93717004981795,,0.723
MUS,2010,7.654,15919.6622762525,2.93236301369857,,0.755
MUS,2015,7.41,20269.523509561,1.28654970760232,,0.792
MUS,2020,8.626,21621.5971225158,2.5808007718283,,0.795
MUS,2024,5.548,31839.7597535524,3.6045220384796,,
MWI,1990,,671.503430308209,11.8235380454151,,0.306
MWI,1995,4.895,825.454125717284,83.3257747543458,,0.37
MWI,2000,5.045,974.310137499677,29.5814884631684,,0.394
MWI,2005,4.935,1070.93590957736,15.4103446604296,,0.427
MWI,2010,4.78,1457.60568309596,7.41159092883827,45.5,0.475
MWI,2015,4.953,1403.08451209235,21.8673475542553,,0.504
MWI,2020,5.72,1513.45990803344,8.62551469650552,,0.512
MWI,2024,5.051,1857.61756950305,32.1796504225025,,
MYS,1990,,6886.63312520377,2.61780104712051,,0.653
MYS,1995,3.15,10720.2534691883,3.45057509584895,48.5,0.691
MYS,2000,3.0,13027.2733386657,1.53474023697699,,0.733
MYS,2005,3.53,16371.4260817974,2.97507092684449,,0.736
MYS,2010,3.32,20193.4092945433,1.62285235577035,,0.779
MYS,2015,3.1,24526.3942716012,2.10438980238359,41.1,0.8
MYS,2020,4.54,27474.7361378236,-1.1387021539305,,0.81
MYS,2024,3.846,38779.2830442253,1.834100204499,,
NAM,1990,,3875.47043210363,,,0.597
NAM,1995,21.34,4509.12972910763,,,0.595
NAM,2000,20.3,5128.61433644621,,,0.561
NAM,2005,22.108,6766.5998120605,2.28194607024307,,0.564
NAM,2010,22.12,8538.19995395948,4.8749198764395,,0.591
NAM,2015,20.791,10465.8920558516,3.39401538410559,59.1,0.63
NAM,2020,21.003,9354.13136713077,2.20938236933469,,0.647
NAM,2024,19.157,11686.6020661881,4.23903922877036,,
NER,1990,,739.108850974286,-0.775653010977504,,0.215
NER,1995,1.494,756.545588583376,10.5632886691814,,0.238
NER,2000,1.427,764.28188514316,2.90014973599108,,0.266
NER,2005,3.1,888.304262543839,7.7974978178644,44.4,0.302
NER,2010,0.718,1057.51100257385,0.804073080882659,,0.339
NER,2015,0.556,1172.19178758955,-0.576090369833189,,0.374
NER,2020,0.591,1496.83350023022,2.8981937602627,,0.404
NER,2024,0.376,2049.93305251019,9.07151997725013,,
NGA,1990,,2839.84330955838,7.36440030557696,,0.379
NGA,1995,4.152,2835.28912250855,72.8355022972638,,0.402
NGA,2000,3.953,3138.99138910401,6.93329215565161,,0.435
NGA,2005,3.727,4678.09163245173,17.8634933661605,,0.484
NGA,2010,3.744,6301.18372544791,13.7400521363694,35.7,0.502
NGA,2015,4.134,7307.83788188925,9.00943498007706,35.9,0.53
NGA,2020,5.714,7414.7749554048,13.2460234276597,,0.547
NGA,2024,3.045,9086.87550609627,33.2420966545406,,
NIC,1990,,1978.56634185883,,,0.515
NIC,1995,7.414,2187.03441961012,,,0.549
NIC,2000,7.181,2806.25937937345,7.06991352252517,,0.593
NIC,2005,5.37,3455.99273667007,9.59909986064425,48.8,0.63
NIC,2010,7.83,4042.22071276517,5.45513425887423,,0.651
NIC,2015,4.7,5448.89226010317,3.99737996694396,,0.679
NIC,2020,6.18,6274.09456741388,3.68181341625572,,0.676
NIC,2024,4.98,8708.79983051626,4.62473841057141,,
NLD,1990,,19202.9869557536,2.45409184818341,31.1,0.855
NLD,1995,7.157,23480.2458181734,1.92322003453525,,0.886
NLD,2000,2.725,31894.6590915933,2.36052233801948,,0.9
NLD,2005,5.872,37778.4864360065,1.68813017869623,29.0,0.907
NLD,2010,4.991,45301.269581608,1.27530569556683,27.8,0.925
NLD,2015,6.872,50956.6930942185,0.600248147278776,28.2,0.94
NLD,2020,3.82,62596.6302027524,1.27246037789161,26.0,0.945
NLD,2024,3.7,86173.6290841738,3.34754304219953,,
NOR,1990,,18460.8142549402,4.1310334831135,,0.856
NOR,1995,6.307,24360.372829443,2.46036778693724,26.0,0.887
NOR,2000,3.458,36994.405804639,3.08550609131276,27.4,0.924
NOR,2005,4.381,47966.8640112608,1.53213367609254,30.6,0.939
NOR,2010,3.527,58213.1333665855,2.41890639481001,25.7,0.947
NOR,2015,4.296,60737.8868132779,2.17113665389527,27.5,0.959
NOR,2020,4.424,67110.6045705502,1.28658490708005,28.4,0.969
NOR,2024,4.0,102037.526800237,3.14530134431073,,
NPL,1990,,829.554109110962,8.23970037453206,,0.404
NPL,1995,10.473,1058.20747644508,7.62296950698163,35.2,0.438
NPL,2000,10.531,1316.82940913774,2.47882020709136,,0.471
NPL,2005,10.59,1627.83915596503,6.83633265892877,,0.5
NPL,2010,10.563,2139.22749384013,9.32650410745395,32.8,0.551
NPL,2015,10.643,2957.30559145504,7.86890895590891,,0.575
NPL,2020,13.037,4235.57462326905,5.05635826238499,,0.599
NPL,2024,10.5,5736.62134332704,4.6850965426577,,
NRU,1990,,16215.1640239499,,,
NRU,1995,,8726.05055383464,,,
NRU,2000,,5838.38474480524,,,
NRU,2005,,5336.45554924709,,,0.589
NRU,2010,,5620.40413037023,,,0.616
NRU,2015,,9955.33548663175,,,0.66
NRU,2020,,10810.9461002401,,,0.684
NRU,2024,,14173.0081043154,,,
NZL,1990,,14812.1421730541,6.09844414810204,,0.811
NZL,1995,6.461,17863.8893982023,3.75494413677554,,0.858
NZL,2000,6.13,21500.1531078077,2.6152344624632,,0.896
NZL,2005,3.807,25677.4190803252,3.03702332617012,,0.917
NZL,2010,6.557,31305.3299504124,2.30202385958572,,0.926
NZL,2015,5.415,37513.2963872442,0.292704628136101,,0.934
NZL,2020,4.595,45513.3123768343,1.71456170007245,,0.94
NZL,2024,4.724,55551.143658637,2.92279782301957,,
OMN,1990,,26904.0022109974,,,
OMN,1995,4.167,33598.3331467029,,,
OMN,2000,4.433,39443.2607398257,,,0.707
OMN,2005,4.589,43672.5203183067,1.90983553531865,,0.756
OMN,2010,3.911,55667.4687778644,3.25657959078624,,0.804
OMN,2015,3.403,36058.1666084788,0.0652901330286599,,0.838
OMN,2020,2.94,35163.3281781415,-0.40640291946585,,0.843
OMN,2024,3.203,41740.1658530012,0.593589236248469,,
PAK,1990,,1895.26266967807,9.05213155279776,33.2,0.396
PAK,1995,0.611,2314.90798546521,12.3435785170513,,0.415
PAK,2000,0.614,2565.19958815141,4.36666451291681,,0.436
PAK,2005,0.583,3292.60223269538,9.06332737030417,31.3,0.48
PAK,2010,0.653,3785.70113530595,12.9388705634889,28.8,0.5
PAK,2015,3.566,4480.26313460985,2.52932817254229,31.3,0.527
PAK,2020,5.994,5048.0213062963,9.73999313898155,,0.536
PAK,2024,5.492,6252.11543199559,12.6325318530452,,
PAN,1990,,4650.67095359123,0.769485354956023,,0.672
PAN,1995,6.512,6181.71544862477,0.994206982933841,57.6,0.69
PAN,2000,6.188,8097.29578007965,1.49896111605777,56.6,0.718
PAN,2005,5.967,10511.0220241591,2.85588324760959,53.8,0.746
PAN,2010,5.845,15572.5786985323,3.491288726188,51.6,0.775
PAN,2015,4.335,27245.2788402631,0.137492058461504,50.8,0.803
PAN,2020,14.663,27017.0033790906,-1.5502754080376,,0.808
PAN,2024,8.451,41369.422541499,0.693225551004538,49.7,
PER,1990,,3366.65696139394,7481.66361124526,,0.625
PER,1995,4.708,4434.67245180979,11.1287029707089,,0.654
PER,2000,4.959,5011.94540719164,3.75733833344474,49.1,0.682
PER,2005,4.87,6559.54330021754,1.61630193862544,50.4,0.691
PER,2010,3.6,9713.35863309362,1.52832059732901,45.5,0.731
PER,2015,3.272,11600.3873992867,3.39809194746308,43.4,0.768
PER,2020,7.179,12563.3038060893,2.00241205759292,43.7,0.769
PER,2024,5.199,17802.4182498972,2.00770739412712,40.1,
PHL,1990,,2607.96574501631,12.1773522064946,,0.593
PHL,1995,3.68,2925.96101443511,6.83199610989534,,0.609
PHL,2000,3.77,3365.55833537799,3.9771250324928,47.7,0.632
PHL,2005,3.795,4289.05223691996,6.51685393258433,,0.656
PHL,2010,3.605,5489.23543457601,3.78983634797591,,0.669
PHL,2015,3.068,6894.26702217935,0.674192536845408,44.6,0.69
PHL,2020,2.522,8238.36802037457,2.3931623931624,,0.699
PHL,2024,2.202,11794.1375488492,3.21260487006347,,
PLW,1990,,9609.14740460213,,,
PLW,1995,,9862.87312401236,,,
PLW,2000,,10196.9054222148,,,0.736
PLW,2005,,12960.1678150853,3.9514623522091,,0.761
PLW,2010,,13443.3986844956,1.44219017355169,,0.779
PLW,2015,,17853.5103927061,0.949040643697081,,0.802
PLW,2020,,17389.7246153166,0.218181818181833,,0.799
PLW,2024,,,2.23172772921704,,
PNG,1990,,1703.23570839678,6.9533615990307,,0.403
PNG,1995,2.603,2435.65041198929,17.280932681459,,0.442
PNG,2000,2.92,2195.95783293206,15.5958933107535,,0.456
PNG,2005,2.385,2321.90916249433,1.78080439925826,,0.473
PNG,2010,2.002,2911.8920318969,6.01360893567856,,0.503
PNG,2015,2.507,3669.73871592695,5.99595778127107,,0.543
PNG,2020,2.903,3899.57719236851,4.87167398565555,,0.567
PNG,2024,2.625,4874.6899553589,0.602403921107917,,
POL,1990,,6185.10006944695,567.878800666191,,0.722
POL,1995,13.695,7714.57972313137,27.951388563304,34.6,0.754
POL,2000,14.928,10721.2034293332,9.90017538843064,33.0,0.801
POL,2005,17.592,13935.5573148214,2.18379872390258,35.8,0.826
POL,2010,9.578,20990.9122325468,2.58069370250543,33.2,0.852
POL,2015,7.475,26988.1069013509,-0.87412587412577,31.8,0.879
POL,2020,3.155,37089.3004256812,3.37446972618589,28.5,0.88
POL,2024,2.807,51262.5105756884,3.7842600751287,,
PRI,1990,,13409.9369281487,,,
PRI,1995,13.93,17723.9828261536,,,
PRI,2000,10.08,22938.0302267173,,,
PRI,2005,11.35,29350.3060557285,,,
PRI,2010,16.1,30908.7986630853,,,
PRI,2015,12.0,32323.5456459985,,,
PRI,2020,8.89,36858.6085217908,,,
PRI,2024,5.639,50247.8492461676,,,
PRK,1990,,,,,
PRK,1995,3.114,,,,
PRK,2000,3.653,,,,
PRK,2005,3.576,,,,
PRK,2010,3.419,,,,
PRK,2015,3.523,,,,
PRK,2020,3.624,,,,
PRK,2024,3.539,,,,
PRT,1990,,11779.7566017591,13.6305705693074,,0.707
PRT,1995,7.064,14406.3254746951,4.22281614099486,,0.773
PRT,2000,3.806,18883.1145969452,2.85303039287157,,0.797
PRT,2005,7.582,22725.2774946084,2.27716394887834,38.5,0.81
PRT,2010,10.771,27292.0819531528,1.40257289895369,35.8,0.836
PRT,2015,12.405,29608.0071513956,0.48793862390472,35.5,0.857
PRT,2020,6.85,35966.712796561,-0.0124383299575305,34.7,0.87
PRT,2024,6.5,51679.8883807527,2.41613187791884,,
PRY,1990,,5636.78807012911,37.2599561799201,40.8,0.607
PRY,1995,3.4,6966.44773316211,13.4254143646407,58.1,0.637
PRY,2000,7.61,6937.1767197553,8.98215976750022,,0.664
PRY,2005,4.825,8006.7097816731,6.80738203116377,51.4,0.683
PRY,2010,4.569,10893.3149199478,4.65116279069765,51.0,0.709
PRY,2015,4.556,12679.0574753234,3.12900274473925,47.6,0.737
PRY,2020,7.548,14308.8787738305,1.76751592356698,43.5,0.742
PRY,2024,5.686,18523.6810153,3.83540271728533,44.2,
PSE,1990,,,,,
PSE,1995,10.714,2301.80107461461,,,
PSE,2000,10.625,2782.51388482361,2.79819892435758,,
PSE,2005,20.016,3371.90248033402,4.10725070715931,34.7,0.663
PSE,2010,21.416,4120.86066344952,3.74915727597096,35.3,0.691
PSE,2015,23.005,5769.98236633203,1.43161145810476,,0.712
PSE,2020,25.895,5956.28620064819,-0.735332001092191,,0.718
PSE,2024,,4371.11135857265,53.6691458303782,,
QAT,1990,,55658.8836192928,3.0009680542111,,0.767
QAT,1995,0.87,60321.111625211,2.9565217391303,,0.788
QAT,2000,0.87,88848.7013764883,1.65033522434232,,0.795
QAT,2005,0.87,115250.402334132,8.81439532334683,,0.815
QAT,2010,0.45,151646.145163851,-2.42525675161714,,0.834
QAT,2015,0.17,102545.863291279,1.8140772393776,,0.86
QAT,2020,0.14,82149.4569875883,-2.5403150300476,,0.872
QAT,2024,0.13,126046.354855612,1.26734310292375,,
ROU,1990,,5280.24356977722,,,0.719
ROU,1995,8.01,5429.01253037942,32.2424847257597,31.2,0.701
ROU,2000,6.969,5850.08487880703,45.6665940440238,29.3,0.73
ROU,2005,7.174,9602.1244037474,9.01491283343835,29.8,0.765
ROU,2010,6.959,17354.6748476713,6.09141668601891,35.5,0.822
ROU,2015,6.812,21624.5618152909,-0.594156437495203,35.9,0.823
ROU,2020,5.035,34193.8374521868,2.63107311184743,34.6,0.832
ROU,2024,5.4,49076.5399383138,5.72140574354439,,
RUS,1990,,8027.7890625,,,0.762
RUS,1995,9.449,5613.28076171875,197.414268084251,,0.713
RUS,2000,10.581,6825.3916015625,20.7987606558704,37.1,0.75
RUS,2005,7.124,11822.3466796875,12.6853039507349,41.3,0.78
RUS,2010,7.407,20490.126953125,6.84939230255025,39.5,0.808
RUS,2015,5.615,23994.013671875,15.5343959935701,36.5,0.833
RUS,2020,5.62,31490.8046875,3.38219796948068,33.7,0.818
RUS,2024,2.43,47404.96484375,8.43486410496723,,
RWA,1990,,548.816313263473,4.18576372649948,,
RWA,1995,11.938,513.763197950097,,,0.294
RWA,2000,11.699,609.265855545553,3.89952980284712,48.5,0.34
RWA,2005,11.842,914.227366408104,9.01408918092339,52.0,0.433
RWA,2010,11.637,1314.13559494324,-0.246128693436934,47.2,0.504
RWA,2015,11.831,1780.74171636863,2.52850284192421,,0.525
RWA,2020,11.829,2284.89889795328,9.85039902274207,,0.555
RWA,2024,11.331,3710.86040434596,1.77029240198635,,
SAU,1990,,46214.2180684602,2.0771513353116,,0.67
SAU,1995,6.365,48052.4091110742,4.86843103056028,,0.705
SAU,2000,4.57,48643.6072177646,-1.1249983851764,,0.737
SAU,2005,6.051,53548.1964925537,0.47923167163102,,0.782
SAU,2010,5.55,58828.726534911,5.33941733020903,,0.801
SAU,2015,5.6,53930.8273872622,1.22269318552337,,0.851
SAU,2020,7.66,47518.4877485153,3.37234961012303,,0.875
SAU,2024,3.518,71375.3727890285,1.68792112375809,,
SDN,1990,,1467.99328613281,65.1580979966203,,
SDN,1995,15.627,1902.43005371094,68.3751929485422,,
SDN,2000,15.595,2616.46459960938,7.12125897172291,,
SDN,2005,15.545,3407.35180664063,8.50585075933117,,
SDN,2010,15.168,3805.62744140625,12.9776663898014,,0.479
SDN,2015,14.39,4217.01025390625,16.9095706050977,,0.498
SDN,2020,11.995,3348.57836914063,163.257782355458,,0.513
SDN,2024,,2115.81616210938,,,
SEN,1990,,1513.07729101075,0.325098630183258,,0.377
SEN,1995,2.846,1656.26724973061,7.8640078457011,,0.384
SEN,2000,2.638,1963.27509878739,0.731981981981597,,0.398
SEN,2005,2.679,2350.20037042455,1.71133325855502,39.2,0.43
SEN,2010,2.795,2662.50486626479,1.22868119673344,,0.477
SEN,2015,6.757,2994.28032714875,0.135211933635165,,0.509
SEN,2020,3.432,3752.91947490817,2.54314685681662,,0.522
SEN,2024,2.788,5070.6486207418,0.804503298792438,,
SGP,1990,,23815.1597264713,3.46075338652824,,0.819
SGP,1995,3.3,35090.0687488309,1.72053384788524,,0.854
SGP,2000,3.7,43781.2691496809,1.36162392448456,,0.882
SGP,2005,5.59,58821.6934650901,0.425106276569107,,0.911
SGP,2010,4.12,75400.5557984177,2.82884527612958,,0.932
SGP,2015,3.79,87156.187383315,-0.521975611895763,,0.935
SGP,2020,4.1,101518.31798444,-0.172111865925382,,0.944
SGP,2024,2.737,150689.301625826,2.38951123595017,,
SLB,1990,,1266.27744003373,8.73759261848181,,
SLB,1995,1.841,1820.49794059371,9.62921970116226,,
SLB,2000,2.446,1502.88776967226,7.88956186986721,,0.547
SLB,2005,1.879,1693.19193514828,7.33066341633299,46.1,0.553
SLB,2010,1.617,2182.21603858837,1.05148163321038,,0.564
SLB,2015,0.736,2353.78235283681,-0.57446928635949,,0.576
SLB,2020,0.868,2405.31509364704,2.96354992076065,,0.579
SLB,2024,1.444,2674.89311339831,4.32183948388033,,
SLE,1990,,1382.02162141179,,,0.313
SLE,1995,4.317,1187.47720187909,,,0.314
SLE,2000,4.137,1242.07432044948,,,0.318
SLE,2005,3.734,1614.50361925174,,,0.37
SLE,2010,4.34,1900.38515206703,7.18566275668163,,0.41
SLE,2015,4.483,2560.04985807593,6.68943562498681,,0.432
SLE,2020,3.509,2719.07286815807,13.4468711101052,,0.454
SLE,2024,3.103,3522.30588009119,28.6337500014115,,
SLV,1990,,2856.33834692324,23.9991651130861,,0.523
SLV,1995,7.65,3807.72603770835,10.0296564501018,49.8,0.567
SLV,2000,6.96,4422.44510574248,2.27128756828723,51.5,0.607
SLV,2005,7.22,5291.66962299243,4.69094870903769,48.5,0.642
SLV,2010,4.893,6247.91452716829,1.17933576873673,43.5,0.66
SLV,2015,3.998,7933.73697858999,-0.731384487387957,40.6,0.667
SLV,2020,5.008,9392.68913817943,-0.371590212324095,,0.66
SLV,2024,3.261,13264.027090968,0.853782292567288,,
SMR,1990,,,,,
SMR,1995,,,,,
SMR,2000,,53713.4483344714,,,0.881
SMR,2005,,63738.5738721939,1.68548890528347,,0.893
SMR,2010,,58926.1403701298,2.58541815582587,,0.905
SMR,2015,,52247.2078276415,0.145686073241066,,0.896
SMR,2020,,55206.5812324405,-0.133368898372915,,0.895
SMR,2024,,,1.24216507945569,,
SOM,1990,,,,,
SOM,1995,19.585,389.431736680549,,,
SOM,2000,18.678,467.060922117041,,,
SOM,2005,18.671,619.158298420655,,,
SOM,2010,18.741,815.131435994874,,,
SOM,2015,18.495,1341.38999678728,,,
SOM,2020,19.414,1454.26711848855,,,
SOM,2024,18.949,1601.96466602339,,,
SRB,1990,,,,,
SRB,1995,13.4,5022.16286332482,82.6605151864663,,0.686
SRB,2000,12.6,6415.70511863535,71.1206287946541,,0.701
SRB,2005,20.85,9397.60313235976,16.1199806482826,36.5,0.743
SRB,2010,19.204,13320.0282376797,6.14255360247248,29.0,0.775
SRB,2015,17.66,15546.298142138,1.39235822000187,40.5,0.802
SRB,2020,9.011,21013.0512590365,1.57553290083415,35.0,0.809
SRB,2024,7.24,32832.1763221005,4.6705297488997,,
SSD,1990,,,,,
SSD,1995,12.334,,,,
SSD,2000,12.309,,,,
SSD,2005,12.266,,,,
SSD,2010,12.473,2948.0500149385,1.16962180301108,,0.42
SSD,2015,12.464,1154.88686304107,52.7663304192143,,0.317
SSD,2020,14.246,,29.6758435538572,,0.398
SSD,2024,,,91.4408220769046,,
STP,1990,,1504.39524002616,,,
STP,1995,14.342,1662.67844056238,,,
STP,2000,14.4,1830.36629942706,12.2089456308977,32.1,
STP,2005,16.47,2329.01423017277,17.1522049354354,,0.535
STP,2010,14.628,2858.56899092769,13.34005235378,30.8,0.564
STP,2015,10.591,3171.50905832741,5.24587835022454,,0.608
STP,2020,9.679,5144.53560286014,9.81932791540146,,0.628
STP,2024,9.057,6241.85614464638,14.3519273571008,,
SUR,1990,,6492.70049565011,21.7399443397526,,
SUR,1995,8.39,6999.53387531282,235.558815073605,,
SUR,2000,12.873,7535.45294158294,59.401686545079,,
SUR,2005,9.302,10013.9196135296,9.89800489561465,,0.685
SUR,2010,7.15,13039.4491198099,6.94108221639996,,0.707
SUR,2015,7.22,16543.5743051372,6.89390359168238,,0.718
SUR,2020,8.973,16946.8942361914,34.889784309078,,0.714
SUR,2024,7.621,21800.5265989822,16.2296159130279,,
SVK,1990,,8638.40798828537,,,0.698
SVK,1995,13.109,8811.8255351151,9.84109579837748,,0.729
SVK,2000,18.546,11369.9916167703,12.0357805974299,,0.774
SVK,2005,16.276,16570.2574196157,2.70908494588384,29.3,0.815
SVK,2010,14.387,25381.7112298749,0.957018132975143,27.3,0.851
SVK,2015,11.492,30147.9903672541,-0.325219777427673,26.5,0.861
SVK,2020,6.719,35327.9439165588,1.93694126694223,24.2,0.867
SVK,2024,5.3,48132.356430543,2.75760909424272,,
SVN,1990,,13491.1485293483,552.083528914325,,0.734
SVN,1995,7.15,13637.1913018308,13.4637296178669,,0.768
SVN,2000,6.918,17891.5856596003,8.91174418658769,,0.829
SVN,2005,6.506,23682.3710849153,2.45150132316475,24.6,0.876
SVN,2010,7.236,27579.428605763,1.80117022137134,24.9,0.896
SVN,2015,8.962,31336.2043858881,-0.525552285820877,25.4,0.909
SVN,2020,4.971,41767.2579899957,-0.05485681576061,24.0,0.918
SVN,2024,3.7,57186.3713538174,1.96562656432512,,
SWE,1990,,20357.4416922786,10.3665533879493,,0.818
SWE,1995,8.897,23084.0881881111,2.45514857818395,25.2,0.869
SWE,2000,5.466,29636.237888475,0.899143734041633,27.0,0.912
SWE,2005,7.81,34198.3864576781,0.453170852576182,26.8,0.911
SWE,2010,8.61,41951.4533673936,1.15798802715628,27.7,0.918
SWE,2015,7.432,48772.0696057277,-0.0467847449832812,29.2,0.945
SWE,2020,8.291,57489.2657196219,0.497367318853572,28.9,0.951
SWE,2024,8.4,71844.9129880579,2.83581658224034,,
SWZ,1990,,3201.78939095423,13.0922899124981,,0.57
SWZ,1995,21.65,3777.21336176036,12.2885912601426,,0.54
SWZ,2000,24.547,4400.66419449933,12.2085358545844,53.1,0.493
SWZ,2005,27.221,5772.68986514959,4.77400404553712,,0.472
SWZ,2010,26.856,7324.46393085837,4.50923691774369,,0.534
SWZ,2015,23.431,8391.07006084602,4.95124493704919,,0.607
SWZ,2020,32.978,9329.30453360939,,,0.657
SWZ,2024,34.643,11799.2028793201,,,
SYC,1990,,8954.94515086132,3.88888888888912,,
SYC,1995,,10808.8100201682,-0.243902439024459,,
SYC,2000,,14637.9590709133,6.26876876876878,,
SYC,2005,,15846.0514029555,0.907187718073944,,
SYC,2010,,18981.6586503443,-2.40463875108227,,0.758
SYC,2015,,25435.2289894362,4.04194410725617,,0.819
SYC,2020,,31055.9442055039,1.20266463987123,,0.853
SYC,2024,,33238.5800343754,0.311726050919668,,
SYR,1990,,,19.3968672229543,,0.572
SYR,1995,7.2,,7.97995780590686,,0.587
SYR,2000,9.587,,-3.84615384615379,,0.594
SYR,2005,8.81,,7.24034939348535,,0.646
SYR,2010,8.61,,4.3974138315007,,0.669
SYR,2015,14.244,,38.4611429599733,,0.549
SYR,2020,15.179,3737.65751831376,,,0.57
SYR,2024,13.359,,,,
TCD,1990,,966.594360653703,-0.738282265310918,,
TCD,1995,0.755,1014.37923890833,9.23032599768656,,
TCD,2000,0.796,1043.54539995059,3.82260088086306,,0.303
